Index,Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage
1.6971E+18,4.700859904,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.075543981,0.00474575,3.571630592,4.87504686,349.3989926,-1.076755725,-6.886680457,107.6107055,-1,-1.94301353,3.274043228,0.066970076,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.054967809,167.0362732,165,0,0,0,210,0.300000012
1.6971E+18,4.800329984,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.074521165,0.004597061,3.490328267,4.784716637,349.62751,-0.965709282,-6.886680084,107.6107058,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-2.7734375,0.054967809,167.0362732,165,0,0,0,217.5,0.300000012
1.6971E+18,4.900299776,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.071452837,0.003698239,3.383353614,4.65666721,349.9887096,-0.888596574,-6.886679702,107.6107061,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-2.7734375,0.054967809,167.0362732,167,0,0,0,217.5,0.300000012
1.6971E+18,5.00032,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.074521165,0.001280332,3.32403024,4.582598094,350.2501105,-0.740038765,-6.886679314,107.6107065,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-2.7734375,0.054967809,167.0362732,167,0,0,0,217.5,0.300000012
1.6971E+18,5.100279808,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.074521165,0.003898843,3.294825554,4.550682369,350.3846241,-0.770248959,-6.886678918,107.6107068,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-2.7734375,0.054967809,167.0362732,167,0,0,0,217.5,0.300000012
1.6971E+18,5.200829952,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.067361693,0.006985324,3.25658272,4.462418473,350.6663347,-0.600214259,-6.886678515,107.6107071,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.054967809,168.5714417,167,0,0,0,217.5,0.300000012
1.6971E+18,5.300329984,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.071452837,0.004183194,3.238041523,4.375427772,350.9710336,-0.364038681,-6.886678106,107.6107074,-1,-1.94301353,3.274043228,0.066970076,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.054967809,168.5714417,168,0,0,0,227.5,0.300000012
1.6971E+18,5.400239872,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.06327055,0.005446181,3.246887261,4.239679379,351.4600772,-0.082423779,-6.88667769,107.6107077,-1,-2.164393333,3.2910824,-0.00128733,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.054967809,168.5714417,168,0,0,0,227.5,0.300000012
1.6971E+18,5.50025984,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.066338878,0.002505687,3.279582449,4.153433974,351.7960743,0.096111086,-6.886677267,107.6107081,-1,-2.164393333,3.2910824,-0.00128733,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.09106179,168.5714417,168,0,0,0,227.5,0.295800924
1.6971E+18,5.600359936,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.065316062,0.003814273,3.322701949,4.064842489,352.1410918,0.238082247,-6.886676838,107.6107084,-1,-2.164393333,3.2910824,-0.00128733,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.09106179,168.5714417,168,0,0,0,227.5,0.275797457
1.6971E+18,5.700399872,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.060202103,0.007229252,3.378080169,3.989136285,352.4946103,0.368814471,-6.886676397,107.6107087,-1,-2.164393333,3.2910824,-0.00128733,21.05373001,3926,61.40000153,35.29999924,-1.6015625,0.09106179,168.442261,168,0,0,0,227.5,0.254938424
1.6971E+18,5.800539904,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.061224918,0.006041434,3.448258801,3.911271502,352.8375231,0.515699155,-6.886675954,107.610709,-1,-2.164393333,3.2910824,-0.00128733,21.09717178,3506,61.40000153,35.29999924,-1.6015625,0.09106179,168.442261,168,0,0,0,235,0.233862057
1.6971E+18,5.900249856,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.064293246,0.004010297,3.518653547,3.835448699,353.1821032,0.459400047,-6.886675504,107.6107094,-1,-2.164393333,3.2910824,-0.00128733,21.09717178,3506,61.40000153,35.29999924,-1.6015625,0.09106179,168.442261,168,0,0,0,235,0.220958754
1.6971E+18,6.000329984,-0.0132,0.090099998,0.022399999,3.630000114,7.769999981,11.5,-0.064293246,0.003480271,3.563508795,3.79991968,353.3560607,0.671764533,-6.886675048,107.6107097,-1,-2.164393333,3.2910824,-0.00128733,21.09717178,3506,61.40000153,35.29999924,-1.6015625,0.09106179,168.442261,168,0,0,0,235,0.203062788
